"AppName","FileName","FileExtension","SourcePath","PackagePath","InstallCommand","UninstallCommand","DetectionType","MSIProductCode","RegistryKeyPath","RegistryValueName","RegistryOperator","RegistryValue","Is32BitApp","ProductVersion","Publisher","Status"
"Evonex Connect Setup 1.8.2","Evonex Connect Setup 1.8.2.exe",".exe","C:\Users\Administrator\Andrew J IT Labs\Andrew J IT Labs - Andrew J IT Labs\INTUNE PROJECT\IntunePackaging-Simple\source\Evonex Connect Setup 1.8.2.exe","output\Packages\Evonex Connect Setup 1.8.2.intunewin","Evonex Connect Setup 1.8.2.exe /VERYSILENT /NORESTART","Uninstall command not detected - check registry after installation","File","N/A","Use file detection or install to find registry key","","","","Unknown","","","Success"
