"AppName","FileName","FileExtension","SourcePath","PackagePath","InstallCommand","UninstallCommand","DetectionType","MSIProductCode","RegistryKeyPath","RegistryValueName","RegistryOperator","RegistryValue","Is32BitApp","ProductVersion","Publisher","Status"
"FurMark_2.10.2_Win64_Setup","FurMark_2.10.2_Win64_Setup.exe",".exe","C:\Users\Administrator\OneDrive - Andrew J IT Labs\INTUNE PROJECT\IntunePackaging-Simple\Source\FurMark_2.10.2_Win64_Setup.exe",".\Output\Packages\FurMark_2.10.2_Win64_Setup.intunewin","FurMark_2.10.2_Win64_Setup.exe /VERYSILENT /NORESTART","Uninstall command not detected - check registry after installation","File","N/A","Use file detection or install to find registry key","","","","Unknown","","","Success"
